id,title,upload_date,air_date,era,type,series,episode,url,thumbnail,members,subtitles,duration_sec,description,status,view_count,like_count
dance-074,방탄소년단 -No More Dream- Dance Practice,2013-06-21,2013-06-21,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=EBzr2udonZI,https://img.youtube.com/vi/EBzr2udonZI/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,228,,active,27542234,904502
dance-075,방탄소년단 'N.O' dance practice,2013-09-15,2013-09-15,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=_VoSHt8zFNI,https://img.youtube.com/vi/_VoSHt8zFNI/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,207,,active,7748792,278161
dance-076,방탄소년단 Concept Trailer dance practice,2013-09-12,2013-09-12,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=m7QNUWXoO_s,https://img.youtube.com/vi/m7QNUWXoO_s/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,124,,active,8971269,468327
dance-077,Dance practice by 지민 of 방탄소년단,2013-01-12,2013-01-12,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=4wpn3y66mzY,https://img.youtube.com/vi/4wpn3y66mzY/hqdefault.jpg,Jimin,,58,,active,3392615,318144
dance-078,정국이의 춤 연습,2013-02-05,2013-02-05,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=Bpcczy88UWg,https://img.youtube.com/vi/Bpcczy88UWg/hqdefault.jpg,Jungkook,,29,,active,830676,34115
dance-079,Dance practice by 정국 of 방탄소년단,2013-02-04,2013-02-04,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=Q3lL7zQ7kkA,https://img.youtube.com/vi/Q3lL7zQ7kkA/hqdefault.jpg,Jungkook,,71,,active,4695033,436077
dance-080,Dance practice by J-HOPE&지민&정국,2013-03-22,2013-03-22,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=E8Z0aWn9T0o,https://img.youtube.com/vi/E8Z0aWn9T0o/hqdefault.jpg,J-Hope|Jimin|Jungkook,,100,,active,4228733,260594
dance-081,Dance practice by 지민 of 방탄소년단 - Bait,2013-03-19,2013-03-19,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=rF21f3JmudY,https://img.youtube.com/vi/rF21f3JmudY/hqdefault.jpg,Jimin,,36,,active,1930408,185848
dance-082,Vocal practice by 정국 of 방탄소년단,2013-03-16,2013-03-16,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=zclObyFrY-U,https://img.youtube.com/vi/zclObyFrY-U/hqdefault.jpg,Jungkook,,78,,active,10479710,1373438
dance-083,[CHOREOGRAPHY] BTS (방탄소년단) Dance break Practice,2013-07-04,2013-07-04,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=xJg_FvMe4hE,https://img.youtube.com/vi/xJg_FvMe4hE/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,63,,active,12149010,490773
dance-084,[CHOREOGRAPHY] BTS (방탄소년단) 'We Are Bulletproof Pt.2' dance practice,2013-07-26,2013-07-26,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=bV9Svms-LYY,https://img.youtube.com/vi/bV9Svms-LYY/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,223,,active,23878394,715021
dance-085,[CHOREOGRAPHY] BTS (방탄소년단) '진격의 방탄 (Attack on BTS)' Dance Practice,2013-11-11,2013-11-11,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=ncRNKuwOEc0,https://img.youtube.com/vi/ncRNKuwOEc0/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,246,,active,15905591,623068
dance-086,방탄소년단 MBC 가요대제전 performance practice,2013-12-31,2013-12-31,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=wFTImbQbXdk,https://img.youtube.com/vi/wFTImbQbXdk/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,152,,active,3095079,124626
dance-087,방탄소년단 SBS 가요대전 performance practice,2013-12-29,2013-12-29,,Dance Practice,Dance Practices,,https://www.youtube.com/watch?v=j2rS6vXApF0,https://img.youtube.com/vi/j2rS6vXApF0/hqdefault.jpg,RM|Jin|Suga|J-Hope|Jimin|V|Jungkook,,172,,active,13501951,407664
